Dolicholoma	Gesneriaceae	genus	长檐苣苔属
Pleurolobus	Desmodieae	genus	蟬豆屬
Ammodendron	Fabaceae	genus	银砂槐属
Abreae	Faboideae	tribus	相思子族
Absolmsia	Asclepiadaceae	genus	滑藤属
Sarcozygium	Zygophyllaceae	genus	霸王属
Ototropis	Desmodiinae	genus	餓螞蝗屬
Rhytidium	Hylocomiaceae	genus	垂枝藓属
Pilotrichopsis	Cryphaeaceae	genus	毛枝藓属
Ptilium	Pylaisiaceae	genus	毛梳藓属
Spiridens	Spiridentaceae	genus	木毛藓属
Cyclodictyon	Hookeriaceae	genus	圆网藓属
Wilsoniella	Ditrichaceae	genus	威氏藓属
Trachyloma	Pterobryaceae	genus	粗柄藓属
Aerobryum	Meteoriaceae	genus	气藓属
Anacolia	Bartramiaceae	genus	刺毛藓属
Campylostelium	Ptychomitriaceae	genus	肋藓属
Sphaerotheciella	Cryphaeaceae	genus	球蒴藓属
Mielichhoferia	Bryaceae	genus	缺齿藓属
Leucoloma	Dicranaceae	genus	白锦藓属
Orthodontium	Bryaceae	genus	直齿藓属
Glyphothecium	Ptychomniaceae	genus	直棱藓属
Venturiella	Erpodiaceae	genus	钟帽藓
Ptychanthus	Lejeuneaceae	genus	皱萼藓属
Actinodontium	Pilotrichaceae	genus	假黄藓属
Epipterygium	Bryaceae	genus	小叶藓属
Brothera	Dicranaceae	genus	白叶藓属
Trachypodopsis	Trachypodaceae	genus	拟扭叶藓属
Tateishia	Desmodiinae	genus	雅螞蝗屬
Sohmaea	Desmodiinae	genus	拿身草屬
Sesbanieae	Faboideae	tribus	田菁属
Gnaphalinae	Inuleae	subtribus	鼠麴草亚族
Prunus subg. Padus	Prunus	subgenus	稠李亚属
Prunus sect. Microcerasus	Prunus subg. Prunus	sectio	矮生樱组
Prunus sect. Prunocerasus	Prunus subg. Prunus	sectio	北美李组
Monodora	Annonaceae	genus	假肉荳蔻属
Myroxylon	Faboideae	genus	香脂豆属
Prototheca	Chlorellaceae	genus	原孢囊藻属
Papaverales	Angiosperms	ordo	罂粟目
Liliidae	Mesangiospermae	subclassis	百合亚纲
Mesotaeniaceae	Zygnematales	familia	中带藻科
Sphaeropleales	Chlorophyceae	ordo	环藻目
Hydrodictyaceae	Sphaeropleales	familia	水网藻科
Scenedesmaceae	Sphaeropleales	familia	栅藻科
Oreoseris	Mutisieae	genus	火石花屬
Mutisieae	Mutisioideae	tribus	菊木族
Mutisioideae	Asteraceae	subfamilia	菊木亞科
Walchia	Voltziales	genus	羽杉属
Voltziales	Pinopsida	ordo	伏脂杉目
Putranjiva	Putranjivaceae	genus	假黄杨属
Rectolejeunea	Lejeuneaceae	genus	直鳞藓属
Polypodieae	Polypodioideae	tribus	多足蕨族
Polypodioideae	Polypodiaceae	subfamilia	多足蕨亚科
Goodenia	Goodeniaceae	genus	金鸾花属
Bolbitideae	Elaphoglossoideae	tribus	舌蕨族
Heptapleurum	Araliaceae	genus	鹅掌柴属
Plagiochila	Plagiochilaceae	genus	羽苔属
Lepisorioideae	Polypodiaceae	subfamilia	瓦韦亚科
Dendrolirium	Orchidaceae	genus	绒兰属
Plagiopus	Bartramiaceae	genus	平珠藓属
Chiastophyllum	Crassulaceae	genus	对叶景天属
Ohbaea	Crassulaceae	genus	岷江景天属
Tacitus	Crassulaceae	genus	美丽莲属
Euphorbiinae	Euphorbieae	subtribus	大戟亚族
Cheilanthes	Pteridaceae	genus	碎米蕨属
Grammitidoideae	Polypodiaceae	subfamilia	禾叶蕨亚科
Linnaeoideae	Caprifoliaceae	subfamilia	北极花亚科
Zabelia	Morinoideae	genus	六道木属
Sakuraia	Entodontaceae	genus	螺叶藓属
Trachyphyllum	Entodontaceae	genus	叉肋藓属
Lepidozia	Lepidoziaceae	genus	指叶苔属
Dichorisandra	Commelinoideae	genus	蓝姜属
Afroguatteria	Uvarieae	genus	非洲硬蕊花属
Uvarieae	Annonoideae	tribus	紫玉盘族
Wangia	Annonaceae	genus	文采木
Coryphantha	Cactaceae	genus	凤梨球属
Browningia	Cactaceae	genus	群蛇柱属
Acanthocalycium	Cactaceae	genus	花冠球属
Acanthocereus	Cactaceae	genus	刺萼柱属
Acharagma	Cactaceae	genus	金杯球属
Armatocereus	Cactaceae	genus	花铠柱属
Arrojadoa	Cactaceae	genus	猩冠柱属
Austrocactus	Cactaceae	genus	狼爪玉属
Austrocylindropuntia	Cactaceae	genus	圆筒掌属
Bergerocactus	Cactaceae	genus	碧彩柱属
Cleistocactus	Cactaceae	genus	管花柱属
Denmoza	Cactaceae	genus	栖凤球属
Echinofossulocactus	Cactaceae	genus	多棱球属
Eriosyce	Cactaceae	genus	极光球属
Espostoa	Cactaceae	genus	老乐柱属
Facheiroa	Cactaceae	genus	红翁柱属
Geohintonia	Cactaceae	genus	庆福球属
Grusonia	Cactaceae	genus	白峰掌属
Harrisia	Cactaceae	genus	苹果柱属
Lasiocereus	Trichocereeae	genus	光芒柱属
Lepismium	Cactaceae	genus	鳞苇属
Leptocereus	Cactaceae	genus	细角柱属
Marginatocereus	Cactaceae	genus	云阁柱属
Matucana	Cactaceae	genus	白仙玉属
Pachycereus	Echinocereeae	genus	摩天柱属
Peniocereus	Cactaceae	genus	块根柱属
Pilosocereus	Echinocereeae	genus	毛刺柱属
Pygmaeocereus	Cactaceae	genus	纤巧柱属
Rhipsalis	Cactaceae	genus	丝苇属
Stenocereus	Cactaceae	genus	狹花柱屬
Thelocactus	Cactaceae	genus	天晃玉属
Rumiceae	Rumicoideae	tribus	酸模族
Rumicoideae	Polygonaceae	subfamilia	酸模亚科
Paliureae	Rhamnaceae	tribus	马甲子族
Zizipheae	Rhamnaceae	tribus	枣族
Ventilagineae	Rhamnaceae	tribus	翼核果族
Rhamneae	Rhamnaceae	tribus	鼠李族
Gouanieae	Rhamnaceae	tribus	咀签族
Corymbia	Eucalypteae	genus	傘房桉屬
Cinclidium(植物)	Mniaceae	genus	北灯藓属
Cyrtomnium	Mniaceae	genus	曲灯藓属
Pseudobryum	Mniaceae	genus	拟真藓属
Gratioloideae	Plantaginaceae	subfamilia	水八角亚科
Pachylarnax	Magnoliaceae	genus	木蘭屬
Mazaceae	Lamiales	familia	通泉草科
Puchiumazus	Mazaceae	genus	补求草属
Peplidium	Phrymaceae	genus	沟马齿属
Hemichaena	Phrymaceae	genus	金猴木属
Hymenophylloideae	Hymenophyllaceae	subfamilia	膜蕨亚科
Pladaroxylon	Senecioneae	genus	白树菊属
Anisothecium	Dicranaceae	genus	瓶藓属
Arctoa	Dicranaceae	genus	极地藓属
Dicranoweisia	Dicranaceae	genus	锦叶藓属
Microdus	Dicranaceae	genus	小毛藓属
Orthodicranum	Dicranaceae	genus	直毛藓属
Astomiopsis	Ditrichaceae	genus	高地藓属
Ditrichopsis	Ditrichaceae	genus	拟牛毛藓属
Pringleella	Ditrichaceae	genus	并列藓属
Saelania	Saelaniaceae	genus	石缝藓属
Saelaniaceae	Grimmiales	familia	石缝藓科
Trichodon	Ditrichaceae	genus	毛齿藓属
Tristichium	Ditrichaceae	genus	立毛藓属
Indusiella	Grimmiaceae	genus	旱藓属
Jaffueliobryum	Grimmiaceae	genus	缨齿藓属
Tageteae	Helianthodae	tribus	萬壽菊族
Ambavia	Annonaceae	genus	澄光木属
Annickia	Annonaceae	genus	黄酱木属
Osmolindsaea	Lindsaeaceae	genus	香鳞始蕨属
Kengyilia	Poaceae	genus	以礼草属
Bryowijkia	Bryowijkiaceae	genus	蔓枝藓属
Bryowijkiaceae	Dicranales	familia	蔓枝藓科
Amana	Liliaceae	genus	老鸦瓣属
Conchidium	Podochileae	genus	蛤兰属
Podochileae	Epidendroideae	tribus	柄唇兰族
Wurfbainia	Zingiberaceae	genus	砂仁属
Houstonia	Rubiaceae	genus	美耳草属
Argyrochosma	Cheilanthoideae	genus	银旱蕨属
Cheilanthoideae	Pteridaceae	subfamilia	碎米蕨亚科
Calciphilopteris	Cheilanthoideae	genus	戟叶黑心蕨属
Parkerioideae	Pteridaceae	subfamilia	水蕨亚科
Cerosora	Pteridoideae	genus	蜡囊蕨属
Paragymnopteris	Cheilanthoideae	genus	欧金毛裸蕨属
Eschenbachia	Asteraceae	genus	白酒草属
Actinoscirpus	Schoenoplecteae	genus	大藨草属
Frullaniaceae	Jubulineae	familia	耳叶苔科
Hyocomium	Hypnaceae	genus	水梳藓属
Breidleria	Hypnaceae	genus	扁灰藓属
Bryocrumia	Hypnaceae	genus	圆尖藓属
Callicladium	Hypnaceae	genus	拟腐木藓属
Tomentypnum	Hypnaceae	genus	毛青藓属
Stereodontopsis	Hypnaceae	genus	拟硬叶藓属
Taxales	Taxopsida	ordo	红豆杉目
Taxopsida	Gymnospermae	classis	红豆杉目
Aristolochiales	Angiosperms	ordo	马兜铃目
Melanoseris	Asteraceae	genus	毛鳞菊属
Galearis	Orchidaceae	genus	盔花兰属
Hsenhsua	Orchidaceae	genus	先骕兰属
Sinalliaria	Brassicaceae	genus	华葱芥属
Hymenasplenium	Aspleniaceae	genus	膜叶铁角蕨属
Corethrodendron	Hedysareae	genus	羊柴属
Cystopteridaceae	Polypodiales	familia	冷蕨科
Clermontia	Lobelioideae	genus	瓜莲属
Polyspora	Theaceae	genus	大头茶属
Monoon	Miliuseae	genus	單籽暗羅屬
Miliuseae	Malmeoideae	tribus	野獨活族
Malmeoideae	Annonaceae	subfamilia	排石木亞科
Volvox	Volvocaceae	genus	团藻
Chlamydomonadales	Chlorophyceae	ordo	衣藻目
Thomsonieae	Aroideae	tribus	魔芋族
Nephroselmidaceae	Nephroselmidales	familia	肾爿藻科
Nephroselmidales	Nephroselmidophyceae	ordo	肾爿藻科
Nephroselmidophyceae	Chlorophyta	classis	肾爿藻科
Pyramimonadales	Pyramimonadophyceae	ordo	塔胞藻目
Pyramimonadophyceae	Prasinophytina	classis	塔胞藻纲
Prasinophytina	Chlorophyta	subphylum	绿枝藻亚门
Pyramimonas	Pyramimonadaceae	genus	塔胞藻属
Pyramimonadaceae	Pyramimonadales	familia	塔胞藻科
Ulvellaceae	Ulvales	familia	似石莼科
Duhaldea	Asteraceae	genus	羊耳菊属
Cibotiaceae	Cyatheales	familia	金毛狗属
Houpoea	Magnoliaceae	genus	木蘭屬
Yulania	Magnoliaceae	genus	木蘭屬
Cullen	Fabaceae	genus	松豆属
Bistorta	Polygonaceae	genus	拳参属
Bosea (plant)	Amaranthaceae	genus	赤珠苋属
Charpentiera	Amaranthaceae	genus	炬苋树属
Takhtajaniantha	Asteraceae	genus	鸦葱属
Sinoseris	Asteraceae	genus	中国苣属
Vickifunkia	Asteraceae	genus	无鞘橐吾属
Cladophora	Cladophoraceae	genus	刚毛藻属
Leucobryinales	Dicranales	subordo	白发藓亚目
Trentepohliales	Ulvophyceae	ordo	橘色藻目
Trentepohliaceae	Trentepohliales	familia	橘色藻科
Trentepohlia	Trentepohliaceae	genus	橘色藻属
Boodleaceae	Siphonocladales	familia	布氏藻科
Ulotrichaceae	Ulotrichales	familia	丝藻科
Ulothrix	Ulotrichaceae	genus	丝藻属
Calandrinia	Montiaceae	genus	红娘花属
Calyptridium	Montiaceae	genus	穗石薇属
Cistanthe	Montiaceae	genus	石薇花属
Polyblepharidaceae	Pyramimonadales	familia	多鞭藻科
Polyblepharides	Polyblepharidaceae	genus	多鞭藻属
Chlorococcum	Chlorococcaceae	genus	绿球藻属
Chlorococcaceae	Chlamydomonadales	familia	绿球藻科
Chlorangiellaceae	Chlamydomonadales	familia	绿囊藻科
Protosiphonaceae	Chlamydomonadales	familia	原管藻科
Spondylomoraceae	Chlamydomonadales	familia	椎椹藻科
Spondylomorum	Spondylomoraceae	genus	椎椹藻属
Protosiphon	Protosiphonaceae	genus	原管藻属
Schroederia	Characiaceae	genus	弓形藻属
Characiaceae	Sphaeropleales	familia	小桩藻科
Characium	Characiaceae	genus	小桩藻属
Ankistrodesmus	Selenastraceae	genus	纤维藻属
Selenastraceae	Sphaeropleales	familia	Selenastraceae科
Chara	Characeae	genus	轮藻属
Malouetieae	Apocynoideae	tribus	Malouetieae
Arivela	Cleomaceae	genus	黄花草
Urceola	Apocyneae	genus	水壶藤属
Apocyneae	Apocynoideae	tribus	夹竹桃族
Breonia	Rubiaceae	genus	帽团花属
Araujia	Asclepiadoideae	genus	阿鲁藤属
Callirhoe	Malvoideae	genus	罂粟葵属
Asphodelus	Asphodelaceae	genus	阿福花属
Solisia	Cactaceae	genus	白斜子属
Glottiphyllum	Aizoaceae	genus	舌叶花属
Brodiaea	Asparagaceae	genus	紫灯韭属
Haematoxylum	Caesalpinieae	genus	墨水树属
Nidularium	Bromelioideae	genus	鸟巢凤梨属
Lapeirousia	Iridaceae	genus	长管鸢尾属
Fenestraria	Aizoaceae	genus	窗玉属
Ipheion	Amaryllidaceae	genus	春星韭属
Dictyophyllidites	Matoniaceae	genus	网脉蕨孢属
Gleicheniales	Polypodiopsida	ordo	里白目
Acanthotriletes	Plantae	genus	三角刺面孢属
Schizaeales	Polypodiopsida	ordo	莎草蕨目
Abietineaepollenites	Plantae	genus	单束松粉属
Verticordia(植物)	Chamelaucieae	genus	羽蜡花属
Chamelaucieae	Myrtaceae	tribus	Chamelaucieae族
Matonia	Matoniaceae	genus	罗伞蕨属
Annulispora	Bryophyta	genus	环圈孢属
Falcisporites	Plantae	genus	镰褶粉属
Blitum	Amaranthaceae	genus	球花藜属
Mina	Convolvulaceae	genus	金鱼花属
Linanthus	Polemoniaceae	genus	车叶麻属
Cephalaria	Caprifoliaceae	genus	刺头草属
Astrantia	Apiaceae	genus	星芹属
Boronia	Rutaceae	genus	石南香属
Fagaropsis	Rutaceae	genus	类崖椒属
Hesperaloe	Agavaceae	genus	草丝兰属
Uncarina	Pedaliaceae	genus	钩刺麻属
Anacampseros	Anacampserotaceae	genus	回欢草属
Conophytum	Aizoaceae	genus	肉锥花属
Faucaria	Aizoaceae	genus	肉黄菊属
Lapidaria	Aizoaceae	genus	魔玉属
Rhombophyllum	Aizoaceae	genus	菱叶草属
Delosperma	Aizoaceae	genus	露子花属
Aloinopsis	Aizoaceae	genus	锦辉玉属
Antimima	Aizoaceae	genus	紫波玉属
Penstemon	Plantaginaceae	genus	钓钟柳属
Vietnamia	Apocynaceae	genus	越南藤属
Lygisma	Apocynaceae	genus	折冠藤属
Endotrichella	Pterobryaceae	genus	美蕨藓属
Micralsopsis	Pterobryaceae	genus	细树藓属
Osterwaldiella	Pterobryaceae	genus	山地藓属
Penzigiella	Pterobryaceae	genus	长蕨藓属
Pseudopterobryum	Pterobryaceae	genus	大滇蕨藓属
Symphysodontella	Pterobryaceae	genus	扭尖瓢叶藓属
Hageniella	Sematophyllaceae	genus	凹叶拟小锦藓属
Hydropogon	Sematophyllaceae	genus	水须藓属
Hydropogonella	Sematophyllaceae	genus	小水须藓属
Mastopoma	Sematophyllaceae	genus	乳盖藓属
Papillidiopsis	Sematophyllaceae	genus	疣柄拟刺疣藓属
Pseudotrismegistia	Sematophyllaceae	genus	拟金枝藓属
Pylaisiopsis	Sematophyllaceae	genus	拟金灰藓属
Rhacopilopsis	Hypnaceae	genus	拟卷柏藓属
Struckia	Sematophyllaceae	genus	牛尾藓属
Warburgiella	Sematophyllaceae	genus	裂帽藓属
Campylophyllum	Hypnaceae	genus	偏叶藓属
Foreauella	Hypnaceae	genus	曲枝藓属
Microctenidium	Hypnaceae	genus	小梳藓属
Phyllodon (植物)	Hypnaceae	genus	叶齿藓属
Platygyriella	Hypnaceae	genus	拟平锦藓属
Podperaea	Hypnaceae	genus	齿灰藓属
Pseudohypnella	Hypnaceae	genus	假丝灰藓属
Aulacomnium	Aulacomniaceae	genus	皱蒴藓属
Dolichomitriopsis	Lembophyllaceae	genus	拟船叶藓属
Lembophyllum	Lembophyllaceae	genus	舟叶藓属
Mawenzhangia	Lembophyllaceae	genus	岸边藓属
Pseudoditrichaceae	Bryales	familia	假牛毛藓科
Calomnion	Calomniaceae	genus	美灯藓属
Timmia	Timmiaceae	genus	美姿藓属
Plagiobryum	Bryaceae	genus	平蒴藓属
Pseudopohlia	Bryaceae	genus	拟丝瓜藓属
Pilotrichum	Pilotrichaceae	genus	茸帽藓属
Callialaria	Amblystegiaceae	genus	曲茎藓属
Calliergon	Calliergonaceae	genus	湿原藓属
Calliergonella	Pylaisiaceae	genus	大湿原藓属
Conardia	Amblystegiaceae	genus	列胞藓属
Drepanocladus	Amblystegiaceae	genus	镰刀藓属
Hygroamblystegium	Amblystegiaceae	genus	湿柳藓属
Palustriella	Amblystegiaceae	genus	沼地藓属
Sciaromiopsis	Brachytheciaceae	genus	厚边藓属
Scorpidium	Scorpidiaceae	genus	蝎尾藓属
Serpoleskea	Amblystegiaceae	genus	蛇柳藓属
Sinocalliergon	Amblystegiaceae	genus	华原藓属
Warnstorfia	Calliergonaceae	genus	范氏藓属
Thelia	Theliaceae	genus	鳞藓属
Bryonoguchia	Thuidiaceae	genus	毛羽藓属
Cyrto-hypnum	Thuidiaceae	genus	纤枝细羽藓属
Helodium	Thuidiaceae	genus	沼羽藓属
Heterocladium	Thuidiaceae	genus	异枝藓属
Leptocladium	Thuidiaceae	genus	薄羽藓属
Leptopterigynandrum	Thuidiaceae	genus	叉羽藓属
Rauiella	Thuidiaceae	genus	硬羽藓属
Lunaria	Brassicaceae	genus	银扇草属
Pleiospilos	Aizoaceae	genus	对叶花属
Jovellana	Calceolariaceae	genus	茶杯花属
Collinsia(植物)	Plantaginaceae	genus	锦龙花属
Actinotus	Mackinlayoideae	genus	辐射芹属
Mackinlaya	Mackinlayaceae	genus	蓝伞木属
Micropleura	Mackinlayaceae	genus	小肋芹属
Archboldiodendron	Pentaphylacaceae	genus	丽绢桐属
Balthasaria	Pentaphylacaceae	genus	管花杨桐属
Freziera	Pentaphylacaceae	genus	美杨桐属
Symplococarpon	Pentaphylacaceae	genus	矾桐属
Visnea	Pentaphylacaceae	genus	白珠桐属
Pentaphylax	Pentaphylacaceae	genus	五列木属
Trichocereeae	Cactoideae	tribus	毛花柱族
Lachenalia	Asparagaceae	genus	纳金花属
Conyzinae	Astereae	subtribus	白酒草亚族
Helleboroideae	Ranunculaceae	subfamilia	铁筷子亚科
Babiana	Iridaceae	genus	狒狒草属
Apiopetalum	Mackinlayaceae	genus	芹榄属
Euonymeae	Celastroideae	tribus	卫矛族
Celastroideae	Celastraceae	subfamilia	卫矛亚科
Franklinia	Theaceae	genus	洋木荷属
Oscularia	Aizoaceae	genus	光琳菊属
Periploceae	Periplocoideae	tribus	杠柳族
Periplocoideae	Apocynaceae	subfamilia	杠柳亚科
Etlingera	Zingiberaceae	genus	茴香砂仁属
Stadiochilus	Zingiberaceae	genus	围丝姜属
Siphonochilus	Zingiberaceae	genus	管唇姜属
Scaphochlamys	Zingiberaceae	genus	纹山柰属
Hemiorchis	Zingiberaceae	genus	兰花姜属
Hitchenia	Zingiberaceae	genus	隐姜花属
Riedelia	Zingiberaceae	genus	蝎尾姜属
Nanochilus	Zingiberaceae	genus	微唇姜属
Nerine	Amaryllidaceae	genus	纳丽花属
Anchistea	Blechnaceae	genus	沼狗脊属
Guzmania	Bromeliaceae	genus	果子蔓属
Urginea	Asparagaceae	genus	波叶海葱属
Alafia	Apocynaceae	genus	铁灵藤属
Hanguana	Hanguanaceae	genus	匍茎草科
Mayaca	Mayacaceae	genus	花水蘚科
Stackhousiaceae	Celastrales	familia	木根草科
Blandfordia	Blandfordiaceae	genus	香水花科
Scenedesmus	Scenedesmoidea	genus	栅藻属
Scenedesmoidea	Scenedesmaceae	subfamilia	栅藻亚科
Tetradesmus	Scenedesmaceae	genus	四链藻属
Actinastrum	Chlorellaceae	genus	集星藻属
Bracteacoccus	Chlorococcaceae	genus	片球藻属
Tetraedron	Hydrodictyaceae	genus	四角藻属
Pediastrum	Hydrodictyaceae	genus	盘星藻属
Kirchneriella	Oocystaceae	genus	蹄形藻属
Oocystaceae	Oocystales	familia	卵胞藻科
Oocystales	Trebouxiophyceae	ordo	卵胞藻目
Choricystis	Coccomyxaceae	genus	索囊藻属
Coccomyxaceae	Chlamydomonadales	familia	胶球藻科
Coccomyxa	Coccomyxaceae	genus	胶球藻属
Carteria	Chlamydomonadaceae	genus	四鞭藻属
Eudorina	Volvocaceae	genus	空球藻属
Aralieae	Aralioideae	tribus	楤木族
Platydorina	Volvocaceae	genus	板藻属
Gerrardina	Gerrardinaceae	genus	柳红莓科
Gerrardinaceae	Huerteales	familia	柳红莓科
Petenaeaceae	Huerteales	familia	红毛椴科
Petenaea	Petenaeaceae	genus	红毛椴科
Alsodeiopsis	Icacinaceae	genus	大茶榄属
Calatola	Metteniusaceae	genus	胡桃榄属
Emmotum	Icacinaceae	genus	团烛木属
Neoshirakia	Euphorbiaceae	genus	白木乌桕属
Phelipanche	Orobancheae	genus	小苞列当属
Thyrsopteridaceae	Cyatheales	familia	伞序蕨属
Thyrsopteris	Thyrsopteridaceae	genus	伞序蕨属
Sonchus subg. Dendroseris	Sonchus	subgenus	苦苣木亚属
Phyllanthoideae	Phyllanthaceae	subfamilia	叶下珠科
Crescentieae	Tabebuia alliance	tribus	葫蘆樹族
Tabebuia alliance	Crescentiina	cladus	Tabebuia alliance
Ophiocolea	Coleeae	genus	蛇果木屬
Coleeae	Bignoniaceae	tribus	疣果木族
Clerodendreae	Ajugoideae	tribus	大青族
Galinsoginae	Millerieae	subtribus	牛膝菊亚族
Angiosperms/incertae sedis	Angiosperms	ordo	地位未定
Allionia	Nyctagininae	genus	红风车属
Nyctagininae	Nyctagineae	subtribus	紫茉莉亚族
Glabrella	Gesneriaceae	genus	光叶苣苔属
Acharia	Achariaceae	genus	青钟麻属
Baileyoxylon	Achariaceae	genus	帽龙角属
Buchnerodendron	Achariaceae	genus	麻雀杨属
Caloncoba	Achariaceae	genus	香犬玫属
Camptostylus	Achariaceae	genus	闭犬玫属
Carpotroche	Achariaceae	genus	烟斗树属
Ceratiosicyos	Achariaceae	genus	青钟藤属
Dasylepis	Achariaceae	genus	毛鳞木属
Guthriea	Achariaceae	genus	青钟堇属
Kuhlmanniodendron	Achariaceae	genus	亮犬玫属
Ehretiaceae	Boraginales	familia	厚壳树科
Chlorocardium	Lauraceae	genus	绿心木属
Peltogyne	Fabaceae	genus	紫心木属
Goupia	Goupiaceae	genus	毛药树科
Cardiagyris	Asteraceae	genus	东风菜属
Chaochienchangia	Asteraceae	genus	镰叶紫菀属
Cordiofontis	Asteraceae	genus	长柄马兰属
Acanthocalyx	Caprifoliaceae	genus	刺续断属
Geothamnus	Asteraceae	genus	巴塘紫菀属
Griersonia	Asteraceae	genus	褐毛紫菀属
Iteroloba	Asteraceae	genus	重羽紫菀属
Sinobouffordia	Asteraceae	genus	灰枝紫菀属
Sinosidus	Asteraceae	genus	小舌紫菀属
Tibetiodes	Asteraceae	genus	重冠紫菀属
Yonglingia	Asteraceae	genus	横斜紫菀属
Gelasia	Asteraceae	genus	毛鸦葱属
Lipschitzia	Asteraceae	genus	拐轴鸦葱属
Pseudopodospermum	Asteraceae	genus	假柄果菊属
Blepharoglossum	Orchidaceae	genus	假柄果菊属
Cymbilabia	Orchidaceae	genus	船唇兰属
Vandaenopsis	Orchidaceae	genus	假万带兰属
Ellipinema	Polypodiaceae	genus	印度瓦韦属
×Ellipisorus	Polypodiaceae	genus	耳基宽带蕨属
Chengiodendron	Oleaceae	genus	万钧木属
Sahashia	Ophioglossaceae	genus	劲直阴地蕨属
Ravenochloa	Bambusoideae	genus	雷文竹属
Sinosasa	Bambusoideae	genus	华赤竹属
Christella	Thelypteridaceae	genus	小毛蕨属
Odontostemma	Caryophyllaceae	genus	齿缀草属
Larrea	Zygophyllaceae	genus	團香木屬
Anadyomene	Anadyomenaceae	genus	肋叶藻属
Anadyomenaceae	Cladophorales	familia	肋叶藻科
Ancylonema	Mesotaeniaceae	genus	弯丝鼓藻属
Ankyra	Characiaceae	genus	锚藻属
Apatococcus	Chaetophoraceae	genus	虚幻球藻属
Aphanochaetaceae	Chaetophorales	familia	隐毛藻科
Aphanochaete	Aphanochaetaceae	genus	隐毛藻属
Apiocystis	Tetrasporaceae	genus	梨囊藻属
Desmidiaceae	Zygnematales	familia	鼓藻科
Staurodesmus	Desmidiaceae	genus	叉链藻属
Asterococcus	Palmellopsidaceae	genus	绿星球藻属
Palmellopsidaceae	Tetrasporales	familia	四集藻科
Avrainvillea	Dichotomosiphonaceae	genus	绒扇藻属
Dichotomosiphonaceae	Bryopsidales	familia	叉管藻科
Actinotaenium	Desmidiaceae	genus	辐射鼓藻属
Bambusina	Desmidiaceae	genus	似竹鼓藻属
Basicladia	Cladophoraceae	genus	基枝藻属
Binuclearia	Ulotrichaceae	genus	骈胞藻属
Boergesenia	Siphonocladaceae	genus	香蕉菜属
Boodlea	Boodleaceae	genus	布多藻属
Boodleopsis	Udoteaceae	genus	缢丝藻属
Bornetella	Dasycladaceae	genus	轴球藻属
Bryopsis	Bryopsidaceae	genus	羽藻属
Bulbochaete	Oedogoniaceae	genus	毛鞘藻属
Oedogoniaceae	Oedogoniales	familia	鞘藻科
Cephaleuros	Trentepohliaceae	genus	头霉藻属
Chaetomorpha	Cladophoraceae	genus	硬毛藻属
Chaetophora(藻类)	Chaetophoraceae	genus	胶毛藻属
Coleochaetaceae	Coleochaetales	familia	鞘毛藻科
Rhodochytrium	Chlorochytriaceae	genus	红点藻属
Chlorochytriaceae	Chlamydomonadales	familia	绿点藻科
Amphorogynaceae	Santalales	familia	榄仁檀科
Baphia	Faboideae	genus	杂色豆属
Ungnadia	Sapindoideae	genus	-
Nothotsuga	Pinaceae	genus	长苞铁杉属
Byttnerieae	Byttnerioideae	tribus	刺果藤族
Heteromeles	Malinae	genus	柳叶石楠
Palmella	Palmellaceae	genus	四集藻属
Palmellaceae	Tetrasporales	familia	四集藻科
Knautia	Caprifoliaceae	genus	孀草属
Uronema	Chaetophoraceae	genus	尾丝虫属
Seguieria	Phytolaccaceae	genus	翅果珊瑚属
Stanhopea	Stanhopeinae	genus	奇唇兰属
Serapias	Orchidinae	genus	长药兰属
Pleurothallis	Epidendreae	genus	腋花兰属
Ficaria	Ranunculaceae	genus	榕毛茛属
Miltonia	Oncidiinae	genus	堇花兰属
Maxillaria	Maxillariinae	genus	腭唇兰属
Lycaste	Maxillariinae	genus	捧心兰属
Laelia(植物)	Orchidaceae	genus	蕾丽兰属
Gongora	Stanhopeinae	genus	爪唇兰属
Phormium	Hemerocallidoideae	genus	麻兰属
Agavaceae	Asparagaceae	subfamilia	龙舌兰亚科
Dasylirion	Agavaceae	genus	猬丝兰属
Beschorneria	Agavaceae	genus	龙荟兰属
Habranthus	Amaryllidaceae	genus	美花莲属
× Amarcrinum	Amaryllidaceae	genus	孤君兰属
Anthericum	Asparagaceae	genus	圆果吊兰属
Abronia (植物)	Nyctaginaceae	genus	沙马鞭属
Liatris	Asteraceae	genus	蛇鞭菊属
Anemonoides	Anemoneae	genus	西南银莲花属
Dracophyllum	Richeeae	genus	龙血石南属
Richeeae	Epacridoideae	tribus	彩穗木族
Anemopsis	Saururaceae	genus	塔银莲属
Althenia	Potamogetonaceae	genus	柱果藻属
Thamnocalaminae	Arundinarieae	subtribus	筱竹亚族
Gaoligongshaniinae	Arundinarieae	subtribus	-
Hymenandra	Primulaceae	genus	聚药罗伞属
Soldanella	Primulaceae	genus	雪铃花属
Dionysia	Primulaceae	genus	垫报春属
Wardenia	Menispermaceae	genus	单叶罗伞属
Gymnanthes	Euphorbiaceae	genus	裸花树属
Nowellia	Cephaloziaceae	genus	拳叶苔属
Cephalozia	Cephaloziaceae	genus	大萼苔属
Metzgeria	Metzgeriaceae	genus	叉苔属
Asterella	Aytoniaceae	genus	花萼苔属
Scapania	Scapaniaceae	genus	合叶苔属
